location_id,latitude,longitude,event_time,pm25,temperature,humidity
8118,28.63576,77.22445,2025-01-13T21:30:00.000Z,122.0,32.0,34.0
8118,28.63576,77.22445,2025-01-12T21:30:00.000Z,138.0,23.0,61.0
8118,28.63576,77.22445,2024-12-31T23:30:00.000Z,187.0,21.0,76.0
8118,28.63576,77.22445,2025-01-01T17:30:00.000Z,205.0,33.0,56.0
8118,28.63576,77.22445,2025-01-03T18:30:00.000Z,333.0,22.0,80.0
8118,28.63576,77.22445,2025-01-01T16:30:00.000Z,213.0,28.0,47.0
8118,28.63576,77.22445,2025-01-13T08:30:00.000Z,104.0,31.0,31.0
8118,28.63576,77.22445,2025-01-09T14:30:00.000Z,371.0,30.0,58.0
8118,28.63576,77.22445,2025-01-09T04:30:00.000Z,183.0,20.0,58.0
8118,28.63576,77.22445,2024-12-31T20:30:00.000Z,343.0,30.0,57.0
8118,28.63576,77.22445,2025-01-14T15:30:00.000Z,248.0,32.0,53.0
8118,28.63576,77.22445,2025-01-07T00:30:00.000Z,100.25404591644713,22.0,60.0
8118,28.63576,77.22445,2025-01-09T23:30:00.000Z,349.0,25.0,31.0
8118,28.63576,77.22445,2025-01-05T13:30:00.000Z,100.25404591644713,22.0,57.0
8118,28.63576,77.22445,2025-01-15T06:30:00.000Z,321.0,29.0,33.0
8118,28.63576,77.22445,2025-01-05T08:30:00.000Z,100.25404591644713,33.0,38.0
8118,28.63576,77.22445,2025-01-01T00:30:00.000Z,189.0,31.0,64.0
8118,28.63576,77.22445,2025-01-03T00:30:00.000Z,100.25404591644713,25.0,66.0
8118,28.63576,77.22445,2025-01-11T20:30:00.000Z,129.0,33.0,44.0
8118,28.63576,77.22445,2025-01-01T21:30:00.000Z,173.0,23.0,31.0
8118,28.63576,77.22445,2025-01-06T06:30:00.000Z,100.25404591644713,21.0,68.0
8118,28.63576,77.22445,2025-01-13T13:30:00.000Z,123.0,23.0,40.0
8118,28.63576,77.22445,2025-01-06T05:30:00.000Z,100.25404591644713,20.0,40.0
8118,28.63576,77.22445,2025-01-14T05:30:00.000Z,151.0,22.0,42.0
8118,28.63576,77.22445,2025-01-04T15:30:00.000Z,313.0,33.0,71.0
8118,28.63576,77.22445,2025-01-11T22:30:00.000Z,157.0,33.0,67.0
8118,28.63576,77.22445,2025-01-10T22:30:00.000Z,146.0,28.0,34.0
8118,28.63576,77.22445,2025-01-09T06:30:00.000Z,180.0,28.0,57.0
8118,28.63576,77.22445,2025-01-01T13:30:00.000Z,206.0,24.0,58.0
8118,28.63576,77.22445,2025-01-11T06:30:00.000Z,174.0,35.0,33.0
8118,28.63576,77.22445,2025-01-04T06:30:00.000Z,416.0,34.0,55.0
8118,28.63576,77.22445,2025-01-11T02:30:00.000Z,147.0,34.0,60.0
8118,28.63576,77.22445,2025-01-11T19:30:00.000Z,134.0,29.0,73.0
8118,28.63576,77.22445,2025-01-13T03:30:00.000Z,106.0,26.0,45.0
8118,28.63576,77.22445,2025-01-13T16:30:00.000Z,151.0,20.0,33.0
8118,28.63576,77.22445,2025-01-07T17:30:00.000Z,100.25404591644713,21.0,44.0
8118,28.63576,77.22445,2025-01-12T23:30:00.000Z,108.0,35.0,45.0
8118,28.63576,77.22445,2025-01-05T05:30:00.000Z,100.25404591644713,29.0,31.0
8118,28.63576,77.22445,2025-01-10T00:30:00.000Z,289.0,31.0,76.0
8118,28.63576,77.22445,2025-01-14T13:30:00.000Z,165.0,21.0,60.0
8118,28.63576,77.22445,2025-01-09T18:30:00.000Z,347.0,22.0,63.0
8118,28.63576,77.22445,2025-01-08T01:30:00.000Z,100.25404591644713,21.0,75.0
8118,28.63576,77.22445,2025-01-12T19:30:00.000Z,180.0,27.0,56.0
8118,28.63576,77.22445,2025-01-14T14:30:00.000Z,216.0,26.0,67.0
8118,28.63576,77.22445,2025-01-10T14:30:00.000Z,100.25404591644713,22.0,34.0
8118,28.63576,77.22445,2025-01-14T12:30:00.000Z,150.0,28.0,54.0
8118,28.63576,77.22445,2025-01-13T05:30:00.000Z,121.0,25.0,67.0
8118,28.63576,77.22445,2025-01-12T10:30:00.000Z,150.0,25.0,80.0
8118,28.63576,77.22445,2025-01-13T02:30:00.000Z,88.0,32.0,51.0
8118,28.63576,77.22445,2025-01-09T05:30:00.000Z,161.0,23.0,65.0
8118,28.63576,77.22445,2025-01-06T21:30:00.000Z,100.25404591644713,29.0,70.0
8118,28.63576,77.22445,2025-01-14T07:30:00.000Z,144.0,32.0,79.0
8118,28.63576,77.22445,2025-01-11T09:30:00.000Z,192.0,24.0,80.0
8118,28.63576,77.22445,2025-01-02T14:30:00.000Z,262.0,27.0,33.0
8118,28.63576,77.22445,2025-01-10T21:30:00.000Z,160.0,20.0,80.0
8118,28.63576,77.22445,2025-01-14T19:30:00.000Z,299.0,34.0,61.0
8118,28.63576,77.22445,2025-01-10T12:30:00.000Z,196.0,32.0,37.0
8118,28.63576,77.22445,2025-01-15T13:30:00.000Z,201.0,25.0,50.0
8118,28.63576,77.22445,2025-01-04T13:30:00.000Z,278.0,23.0,42.0
8118,28.63576,77.22445,2025-01-07T21:30:00.000Z,100.25404591644713,30.0,34.0
8118,28.63576,77.22445,2025-01-13T10:30:00.000Z,113.0,32.0,74.0
8118,28.63576,77.22445,2025-01-02T06:30:00.000Z,209.0,30.0,75.0
8118,28.63576,77.22445,2025-01-04T07:30:00.000Z,442.0,30.0,48.0
8118,28.63576,77.22445,2025-01-10T20:30:00.000Z,188.0,23.0,70.0
8118,28.63576,77.22445,2025-01-13T12:30:00.000Z,117.0,29.0,69.0
8118,28.63576,77.22445,2025-01-02T21:30:00.000Z,211.0,34.0,53.0
8118,28.63576,77.22445,2025-01-09T02:30:00.000Z,160.0,28.0,56.0
8118,28.63576,77.22445,2025-01-14T10:30:00.000Z,140.0,31.0,75.0
8118,28.63576,77.22445,2025-01-03T02:30:00.000Z,203.0,20.0,73.0
8118,28.63576,77.22445,2025-01-04T17:30:00.000Z,303.0,22.0,40.0
8118,28.63576,77.22445,2025-01-12T06:30:00.000Z,174.0,29.0,51.0
8118,28.63576,77.22445,2025-01-09T20:30:00.000Z,359.0,22.0,57.0
8118,28.63576,77.22445,2025-01-02T22:30:00.000Z,200.0,23.0,50.0
8118,28.63576,77.22445,2025-01-03T14:30:00.000Z,265.0,34.0,34.0
8118,28.63576,77.22445,2025-01-12T18:30:00.000Z,199.0,33.0,49.0
8118,28.63576,77.22445,2025-01-01T05:30:00.000Z,193.0,32.0,57.0
8118,28.63576,77.22445,2025-01-12T01:30:00.000Z,152.0,21.0,75.0
8118,28.63576,77.22445,2025-01-15T04:30:00.000Z,267.0,21.0,30.0
8118,28.63576,77.22445,2025-01-06T08:30:00.000Z,100.25404591644713,32.0,65.0
8118,28.63576,77.22445,2025-01-04T18:30:00.000Z,308.0,31.0,33.0
8118,28.63576,77.22445,2025-01-12T04:30:00.000Z,137.0,34.0,68.0
8118,28.63576,77.22445,2025-01-05T09:30:00.000Z,100.25404591644713,35.0,57.0
8118,28.63576,77.22445,2025-01-10T04:30:00.000Z,207.0,20.0,58.0
8118,28.63576,77.22445,2025-01-05T20:30:00.000Z,100.25404591644713,31.0,42.0
8118,28.63576,77.22445,2025-01-08T08:30:00.000Z,81.0,32.0,35.0
8118,28.63576,77.22445,2025-01-08T04:30:00.000Z,100.25404591644713,34.0,74.0
8118,28.63576,77.22445,2025-01-12T08:30:00.000Z,144.0,26.0,61.0
8118,28.63576,77.22445,2025-01-01T08:30:00.000Z,202.0,26.0,43.0
8118,28.63576,77.22445,2025-01-03T23:30:00.000Z,180.0,30.0,56.0
8118,28.63576,77.22445,2025-01-03T20:30:00.000Z,192.0,23.0,38.0
8118,28.63576,77.22445,2025-01-02T23:30:00.000Z,220.0,35.0,55.0
8118,28.63576,77.22445,2025-01-09T12:30:00.000Z,305.0,35.0,34.0
8118,28.63576,77.22445,2025-01-05T16:30:00.000Z,100.25404591644713,23.0,68.0
8118,28.63576,77.22445,2025-01-05T22:30:00.000Z,100.25404591644713,21.0,47.0
8118,28.63576,77.22445,2025-01-06T23:30:00.000Z,100.25404591644713,29.0,34.0
8118,28.63576,77.22445,2025-01-10T03:30:00.000Z,198.0,35.0,31.0
8118,28.63576,77.22445,2025-01-02T10:30:00.000Z,217.0,24.0,69.0
8118,28.63576,77.22445,2025-01-08T09:30:00.000Z,81.0,20.0,46.0
8118,28.63576,77.22445,2025-01-02T11:30:00.000Z,191.0,23.0,69.0
8118,28.63576,77.22445,2025-01-05T21:30:00.000Z,100.25404591644713,31.0,74.0
8118,28.63576,77.22445,2025-01-07T08:30:00.000Z,100.25404591644713,20.0,66.0
8118,28.63576,77.22445,2025-01-11T12:30:00.000Z,226.0,20.0,40.0
8118,28.63576,77.22445,2025-01-10T23:30:00.000Z,146.0,29.0,51.0
8118,28.63576,77.22445,2025-01-14T08:30:00.000Z,140.0,22.0,47.0
8118,28.63576,77.22445,2025-01-07T16:30:00.000Z,100.25404591644713,33.0,38.0
8118,28.63576,77.22445,2025-01-01T09:30:00.000Z,196.0,32.0,40.0
8118,28.63576,77.22445,2025-01-07T20:30:00.000Z,100.25404591644713,28.0,79.0
8118,28.63576,77.22445,2025-01-11T00:30:00.000Z,138.0,27.0,35.0
8118,28.63576,77.22445,2025-01-11T23:30:00.000Z,159.0,31.0,64.0
8118,28.63576,77.22445,2025-01-15T05:30:00.000Z,301.0,29.0,67.0
8118,28.63576,77.22445,2025-01-03T21:30:00.000Z,149.0,22.0,69.0
8118,28.63576,77.22445,2025-01-14T01:30:00.000Z,124.0,33.0,42.0
8118,28.63576,77.22445,2025-01-11T11:30:00.000Z,201.0,21.0,31.0
8118,28.63576,77.22445,2025-01-02T07:30:00.000Z,179.0,21.0,54.0
8118,28.63576,77.22445,2025-01-02T01:30:00.000Z,153.0,31.0,72.0
8118,28.63576,77.22445,2025-01-06T02:30:00.000Z,100.25404591644713,28.0,50.0
8118,28.63576,77.22445,2025-01-06T04:30:00.000Z,100.25404591644713,30.0,37.0
8118,28.63576,77.22445,2025-01-07T06:30:00.000Z,100.25404591644713,24.0,68.0
8118,28.63576,77.22445,2025-01-11T14:30:00.000Z,134.0,22.0,66.0
8118,28.63576,77.22445,2025-01-09T00:30:00.000Z,176.0,26.0,37.0
8118,28.63576,77.22445,2025-01-13T01:30:00.000Z,84.0,23.0,53.0
8118,28.63576,77.22445,2025-01-05T10:30:00.000Z,100.25404591644713,20.0,55.0
8118,28.63576,77.22445,2025-01-07T12:30:00.000Z,100.25404591644713,20.0,56.0
8118,28.63576,77.22445,2025-01-08T15:30:00.000Z,195.0,33.0,66.0
8118,28.63576,77.22445,2025-01-07T03:30:00.000Z,100.25404591644713,20.0,31.0
8118,28.63576,77.22445,2025-01-04T14:30:00.000Z,283.0,30.0,58.0
8118,28.63576,77.22445,2025-01-11T16:30:00.000Z,127.0,32.0,77.0
8118,28.63576,77.22445,2025-01-12T03:30:00.000Z,129.0,21.0,66.0
8118,28.63576,77.22445,2025-01-05T15:30:00.000Z,100.25404591644713,35.0,63.0
8118,28.63576,77.22445,2025-01-02T04:30:00.000Z,204.0,23.0,41.0
8118,28.63576,77.22445,2025-01-08T18:30:00.000Z,260.0,34.0,35.0
8118,28.63576,77.22445,2025-01-04T08:30:00.000Z,400.0,24.0,68.0
8118,28.63576,77.22445,2025-01-15T10:30:00.000Z,202.0,32.0,64.0
8118,28.63576,77.22445,2025-01-14T20:30:00.000Z,301.0,24.0,34.0
8118,28.63576,77.22445,2025-01-05T04:30:00.000Z,100.25404591644713,31.0,36.0
8118,28.63576,77.22445,2025-01-07T07:30:00.000Z,100.25404591644713,34.0,44.0
8118,28.63576,77.22445,2025-01-13T18:30:00.000Z,188.0,21.0,45.0
8118,28.63576,77.22445,2025-01-12T12:30:00.000Z,138.0,22.0,54.0
8118,28.63576,77.22445,2025-01-10T02:30:00.000Z,183.0,35.0,32.0
8118,28.63576,77.22445,2025-01-09T09:30:00.000Z,369.0,23.0,45.0
8118,28.63576,77.22445,2025-01-04T19:30:00.000Z,254.0,24.0,36.0
8118,28.63576,77.22445,2025-01-12T05:30:00.000Z,151.0,30.0,62.0
8118,28.63576,77.22445,2025-01-15T14:30:00.000Z,192.0,25.0,65.0
8118,28.63576,77.22445,2025-01-11T10:30:00.000Z,174.0,28.0,44.0
8118,28.63576,77.22445,2025-01-02T12:30:00.000Z,198.0,29.0,60.0
8118,28.63576,77.22445,2025-01-12T09:30:00.000Z,146.0,24.0,62.0
8118,28.63576,77.22445,2025-01-09T15:30:00.000Z,341.0,33.0,77.0
8118,28.63576,77.22445,2025-01-11T04:30:00.000Z,157.0,31.0,52.0
8118,28.63576,77.22445,2025-01-03T15:30:00.000Z,261.0,21.0,77.0
8118,28.63576,77.22445,2025-01-05T06:30:00.000Z,100.25404591644713,20.0,52.0
8118,28.63576,77.22445,2025-01-04T00:30:00.000Z,190.0,26.0,65.0
8118,28.63576,77.22445,2025-01-07T05:30:00.000Z,100.25404591644713,24.0,57.0
8118,28.63576,77.22445,2025-01-08T03:30:00.000Z,100.25404591644713,22.0,50.0
8118,28.63576,77.22445,2025-01-05T07:30:00.000Z,100.25404591644713,28.0,69.0
8118,28.63576,77.22445,2025-01-06T10:30:00.000Z,100.25404591644713,23.0,33.0
8118,28.63576,77.22445,2025-01-12T17:30:00.000Z,203.0,25.0,45.0
8118,28.63576,77.22445,2025-01-14T23:30:00.000Z,332.0,34.0,63.0
8118,28.63576,77.22445,2025-01-07T09:30:00.000Z,100.25404591644713,21.0,77.0
8118,28.63576,77.22445,2025-01-05T01:30:00.000Z,100.25404591644713,20.0,65.0
8118,28.63576,77.22445,2025-01-15T12:30:00.000Z,188.0,22.0,72.0
8118,28.63576,77.22445,2025-01-13T15:30:00.000Z,127.0,32.0,69.0
8118,28.63576,77.22445,2025-01-06T07:30:00.000Z,100.25404591644713,20.0,51.0
8118,28.63576,77.22445,2025-01-05T03:30:00.000Z,100.25404591644713,28.0,50.0
8118,28.63576,77.22445,2025-01-01T07:30:00.000Z,176.0,27.0,53.0
8118,28.63576,77.22445,2025-01-05T17:30:00.000Z,100.25404591644713,32.0,76.0
8118,28.63576,77.22445,2025-01-15T11:30:00.000Z,187.0,28.0,67.0
8118,28.63576,77.22445,2024-12-31T21:30:00.000Z,286.0,31.0,30.0
8118,28.63576,77.22445,2025-01-01T04:30:00.000Z,170.0,25.0,32.0
8118,28.63576,77.22445,2025-01-09T11:30:00.000Z,314.0,27.0,59.0
8118,28.63576,77.22445,2025-01-05T12:30:00.000Z,100.25404591644713,21.0,75.0
8118,28.63576,77.22445,2025-01-07T23:30:00.000Z,100.25404591644713,33.0,72.0
8118,28.63576,77.22445,2025-01-01T23:30:00.000Z,176.0,28.0,43.0
8118,28.63576,77.22445,2025-01-07T22:30:00.000Z,100.25404591644713,24.0,55.0
8118,28.63576,77.22445,2025-01-01T22:30:00.000Z,173.0,34.0,78.0
8118,28.63576,77.22445,2025-01-13T04:30:00.000Z,111.0,25.0,45.0
8118,28.63576,77.22445,2024-12-31T19:30:00.000Z,371.0,21.0,49.0
8118,28.63576,77.22445,2025-01-14T06:30:00.000Z,166.0,27.0,80.0
8118,28.63576,77.22445,2025-01-01T20:30:00.000Z,158.0,32.0,42.0
8118,28.63576,77.22445,2025-01-10T13:30:00.000Z,217.0,30.0,72.0
8118,28.63576,77.22445,2025-01-07T10:30:00.000Z,100.25404591644713,31.0,33.0
8118,28.63576,77.22445,2025-01-10T09:30:00.000Z,209.0,32.0,58.0
8118,28.63576,77.22445,2025-01-01T14:30:00.000Z,196.0,22.0,30.0
8118,28.63576,77.22445,2025-01-11T03:30:00.000Z,143.0,28.0,78.0
8118,28.63576,77.22445,2025-01-07T04:30:00.000Z,100.25404591644713,31.0,37.0
8118,28.63576,77.22445,2025-01-06T13:30:00.000Z,100.25404591644713,22.0,33.0
8118,28.63576,77.22445,2025-01-08T13:30:00.000Z,117.0,27.0,73.0
8118,28.63576,77.22445,2025-01-12T00:30:00.000Z,173.0,29.0,71.0
8118,28.63576,77.22445,2025-01-12T22:30:00.000Z,121.0,32.0,32.0
8118,28.63576,77.22445,2025-01-07T13:30:00.000Z,100.25404591644713,32.0,79.0
8118,28.63576,77.22445,2025-01-14T17:30:00.000Z,239.0,25.0,60.0
8118,28.63576,77.22445,2025-01-06T15:30:00.000Z,100.25404591644713,26.0,40.0
8118,28.63576,77.22445,2025-01-10T11:30:00.000Z,203.0,33.0,46.0
8118,28.63576,77.22445,2025-01-08T02:30:00.000Z,100.25404591644713,21.0,36.0
8118,28.63576,77.22445,2025-01-12T02:30:00.000Z,127.0,34.0,41.0
8118,28.63576,77.22445,2025-01-15T03:30:00.000Z,320.0,21.0,55.0
8118,28.63576,77.22445,2025-01-13T00:30:00.000Z,98.0,30.0,35.0
8118,28.63576,77.22445,2025-01-01T19:30:00.000Z,163.0,24.0,51.0
8118,28.63576,77.22445,2025-01-06T01:30:00.000Z,100.25404591644713,32.0,48.0
8118,28.63576,77.22445,2025-01-10T16:30:00.000Z,273.0,28.0,74.0
8118,28.63576,77.22445,2025-01-14T02:30:00.000Z,136.0,31.0,63.0
8118,28.63576,77.22445,2025-01-02T03:30:00.000Z,167.0,24.0,68.0
8118,28.63576,77.22445,2025-01-12T20:30:00.000Z,150.0,35.0,52.0
8118,28.63576,77.22445,2025-01-14T04:30:00.000Z,139.0,34.0,48.0
8118,28.63576,77.22445,2025-01-04T23:30:00.000Z,100.25404591644713,27.0,38.0
8118,28.63576,77.22445,2025-01-15T00:30:00.000Z,306.0,21.0,68.0
8118,28.63576,77.22445,2025-01-14T03:30:00.000Z,134.0,28.0,70.0
8118,28.63576,77.22445,2025-01-03T10:30:00.000Z,278.0,30.0,73.0
8118,28.63576,77.22445,2025-01-09T16:30:00.000Z,338.0,23.0,55.0
8118,28.63576,77.22445,2025-01-13T14:30:00.000Z,142.0,35.0,33.0
8118,28.63576,77.22445,2025-01-04T22:30:00.000Z,100.25404591644713,28.0,32.0
8118,28.63576,77.22445,2025-01-12T16:30:00.000Z,217.0,31.0,63.0
8118,28.63576,77.22445,2025-01-13T09:30:00.000Z,114.0,26.0,75.0
8118,28.63576,77.22445,2025-01-14T22:30:00.000Z,362.0,25.0,48.0
8118,28.63576,77.22445,2025-01-01T18:30:00.000Z,200.0,23.0,66.0
8118,28.63576,77.22445,2025-01-02T15:30:00.000Z,308.0,32.0,68.0
8118,28.63576,77.22445,2025-01-03T03:30:00.000Z,180.0,25.0,78.0
8118,28.63576,77.22445,2025-01-13T20:30:00.000Z,107.0,31.0,36.0
8118,28.63576,77.22445,2025-01-02T00:30:00.000Z,174.0,23.0,34.0
8118,28.63576,77.22445,2025-01-08T19:30:00.000Z,265.0,26.0,62.0
8118,28.63576,77.22445,2025-01-09T10:30:00.000Z,323.0,32.0,31.0
8118,28.63576,77.22445,2025-01-05T11:30:00.000Z,100.25404591644713,25.0,60.0
8118,28.63576,77.22445,2025-01-10T06:30:00.000Z,220.0,30.0,58.0
8118,28.63576,77.22445,2025-01-11T05:30:00.000Z,183.0,21.0,70.0
8118,28.63576,77.22445,2025-01-03T13:30:00.000Z,237.0,20.0,38.0
8118,28.63576,77.22445,2025-01-13T11:30:00.000Z,117.0,22.0,62.0
8118,28.63576,77.22445,2025-01-03T22:30:00.000Z,195.0,27.0,31.0
8118,28.63576,77.22445,2025-01-07T11:30:00.000Z,100.25404591644713,21.0,46.0
8118,28.63576,77.22445,2025-01-02T08:30:00.000Z,190.0,26.0,37.0
8118,28.63576,77.22445,2025-01-06T22:30:00.000Z,100.25404591644713,34.0,65.0
8118,28.63576,77.22445,2025-01-02T19:30:00.000Z,210.0,25.0,55.0
8118,28.63576,77.22445,2025-01-04T03:30:00.000Z,169.0,30.0,69.0
8118,28.63576,77.22445,2025-01-10T01:30:00.000Z,157.0,28.0,62.0
8118,28.63576,77.22445,2025-01-04T11:30:00.000Z,301.0,32.0,78.0
8118,28.63576,77.22445,2025-01-08T23:30:00.000Z,176.0,26.0,69.0
8118,28.63576,77.22445,2025-01-01T01:30:00.000Z,185.0,32.0,42.0
8118,28.63576,77.22445,2025-01-04T21:30:00.000Z,100.25404591644713,28.0,62.0
8118,28.63576,77.22445,2025-01-11T17:30:00.000Z,126.0,20.0,35.0
8118,28.63576,77.22445,2025-01-04T01:30:00.000Z,179.0,26.0,48.0
8118,28.63576,77.22445,2025-01-07T14:30:00.000Z,100.25404591644713,24.0,65.0
8118,28.63576,77.22445,2025-01-11T01:30:00.000Z,128.0,23.0,77.0
8118,28.63576,77.22445,2025-01-14T21:30:00.000Z,381.0,35.0,78.0
8118,28.63576,77.22445,2025-01-11T13:30:00.000Z,164.0,33.0,80.0
8118,28.63576,77.22445,2025-01-13T19:30:00.000Z,135.0,29.0,52.0
8118,28.63576,77.22445,2024-12-31T22:30:00.000Z,204.0,23.0,65.0
8118,28.63576,77.22445,2025-01-04T05:30:00.000Z,334.0,31.0,31.0
8118,28.63576,77.22445,2025-01-12T15:30:00.000Z,156.0,22.0,77.0
8118,28.63576,77.22445,2025-01-08T16:30:00.000Z,245.0,31.0,39.0
8118,28.63576,77.22445,2025-01-14T09:30:00.000Z,148.0,35.0,78.0
8118,28.63576,77.22445,2025-01-12T11:30:00.000Z,149.0,32.0,78.0
8118,28.63576,77.22445,2025-01-08T12:30:00.000Z,86.0,31.0,55.0
8118,28.63576,77.22445,2025-01-01T11:30:00.000Z,204.0,25.0,63.0
8118,28.63576,77.22445,2025-01-08T07:30:00.000Z,80.0,30.0,58.0
8118,28.63576,77.22445,2025-01-08T17:30:00.000Z,270.0,26.0,47.0
8118,28.63576,77.22445,2025-01-13T17:30:00.000Z,187.0,33.0,40.0
8118,28.63576,77.22445,2025-01-09T07:30:00.000Z,173.0,26.0,45.0
8118,28.63576,77.22445,2025-01-09T21:30:00.000Z,373.0,32.0,64.0
8118,28.63576,77.22445,2025-01-11T07:30:00.000Z,187.0,34.0,43.0
8118,28.63576,77.22445,2025-01-14T11:30:00.000Z,134.0,22.0,32.0
8118,28.63576,77.22445,2025-01-07T19:30:00.000Z,100.25404591644713,23.0,55.0
8118,28.63576,77.22445,2025-01-06T19:30:00.000Z,100.25404591644713,26.0,71.0
8118,28.63576,77.22445,2025-01-09T19:30:00.000Z,351.0,34.0,62.0
8118,28.63576,77.22445,2025-01-11T08:30:00.000Z,182.0,35.0,34.0
8118,28.63576,77.22445,2025-01-03T09:30:00.000Z,330.0,35.0,54.0
8118,28.63576,77.22445,2025-01-11T21:30:00.000Z,149.0,23.0,65.0
8118,28.63576,77.22445,2025-01-07T18:30:00.000Z,100.25404591644713,23.0,46.0
8118,28.63576,77.22445,2025-01-02T13:30:00.000Z,217.0,28.0,65.0
8118,28.63576,77.22445,2025-01-08T11:30:00.000Z,66.0,20.0,40.0
8118,28.63576,77.22445,2025-01-15T07:30:00.000Z,318.0,34.0,80.0
8118,28.63576,77.22445,2025-01-05T14:30:00.000Z,100.25404591644713,32.0,45.0
8118,28.63576,77.22445,2025-01-13T06:30:00.000Z,97.0,25.0,67.0
8118,28.63576,77.22445,2025-01-04T12:30:00.000Z,288.0,32.0,49.0
8118,28.63576,77.22445,2025-01-10T18:30:00.000Z,281.0,29.0,62.0
8118,28.63576,77.22445,2025-01-04T20:30:00.000Z,219.0,34.0,60.0
8118,28.63576,77.22445,2025-01-13T22:30:00.000Z,121.0,26.0,30.0
8118,28.63576,77.22445,2025-01-02T16:30:00.000Z,291.0,22.0,51.0
8118,28.63576,77.22445,2025-01-12T07:30:00.000Z,158.0,24.0,47.0
8118,28.63576,77.22445,2025-01-10T15:30:00.000Z,283.0,30.0,41.0
8118,28.63576,77.22445,2025-01-03T08:30:00.000Z,382.0,25.0,52.0
8118,28.63576,77.22445,2025-01-03T01:30:00.000Z,100.25404591644713,32.0,61.0
8118,28.63576,77.22445,2025-01-12T13:30:00.000Z,145.0,35.0,35.0
8118,28.63576,77.22445,2025-01-02T18:30:00.000Z,208.0,32.0,57.0
8118,28.63576,77.22445,2025-01-06T03:30:00.000Z,100.25404591644713,30.0,80.0
8118,28.63576,77.22445,2025-01-15T08:30:00.000Z,279.0,32.0,43.0
8118,28.63576,77.22445,2025-01-02T20:30:00.000Z,213.0,28.0,80.0
8118,28.63576,77.22445,2025-01-14T00:30:00.000Z,131.0,26.0,57.0
8118,28.63576,77.22445,2025-01-08T00:30:00.000Z,100.25404591644713,24.0,46.0
8118,28.63576,77.22445,2025-01-08T21:30:00.000Z,200.0,24.0,51.0
8118,28.63576,77.22445,2025-01-03T11:30:00.000Z,208.0,30.0,36.0
8118,28.63576,77.22445,2025-01-09T22:30:00.000Z,359.0,32.0,58.0
8118,28.63576,77.22445,2025-01-11T18:30:00.000Z,132.0,31.0,65.0
8118,28.63576,77.22445,2025-01-08T14:30:00.000Z,129.0,25.0,61.0
8118,28.63576,77.22445,2025-01-03T06:30:00.000Z,349.0,23.0,32.0
8118,28.63576,77.22445,2025-01-10T07:30:00.000Z,222.0,22.0,52.0
8118,28.63576,77.22445,2025-01-03T07:30:00.000Z,431.0,28.0,34.0
8118,28.63576,77.22445,2025-01-09T13:30:00.000Z,374.0,30.0,78.0
8118,28.63576,77.22445,2025-01-08T10:30:00.000Z,70.0,23.0,61.0
8118,28.63576,77.22445,2025-01-01T10:30:00.000Z,202.0,35.0,37.0
8118,28.63576,77.22445,2025-01-01T15:30:00.000Z,211.0,31.0,67.0
8118,28.63576,77.22445,2025-01-08T22:30:00.000Z,191.0,30.0,41.0
