location_id,latitude,longitude,event_time,pm25,temperature,humidity,pm25_zscore,temperature_zscore,humidity_zscore,rolling_pm25_avg,pm25_lag1,temperature_lag1,humidity_lag1,pm25_rate_change,temperature_rate_change,humidity_rate_change,AQI_Category
8118,28.63576,77.22445,2025-01-01T00:30:00.000-05:00,193.0,35.0,40.0,1.3854796949858041,1.6152383158340649,-0.9847503726794327,172.33,170.0,29.0,62.0,23.0,6.0,-22.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T01:30:00.000-05:00,188.0,20.0,54.0,1.3107875044381898,-1.6473239224788232,-0.054068505903906265,183.67,193.0,35.0,40.0,-5.0,-15.0,14.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T02:30:00.000-05:00,176.0,27.0,62.0,1.1315262471239154,-0.1247948779328088,0.47774970368210884,185.67,188.0,20.0,54.0,-12.0,7.0,8.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T03:30:00.000-05:00,202.0,29.0,67.0,1.5199256379715098,0.31021342050890965,0.8101360846733683,188.67,176.0,27.0,62.0,26.0,2.0,5.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T04:30:00.000-05:00,196.0,29.0,58.0,1.4302950093143727,0.31021342050890965,0.21184059888910128,191.33,202.0,29.0,67.0,-6.0,0.0,-9.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T05:30:00.000-05:00,202.0,35.0,71.0,1.5199256379715098,1.6152383158340649,1.0760451894663758,200.0,196.0,29.0,58.0,6.0,6.0,13.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T06:30:00.000-05:00,204.0,34.0,59.0,1.5498025141905556,1.3977341666132057,0.2783178750873532,200.67,202.0,35.0,71.0,2.0,-1.0,-12.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T07:30:00.000-05:00,203.0,21.0,46.0,1.5348640760810328,-1.429819773257964,-0.5858867154899213,203.0,204.0,34.0,59.0,-1.0,-13.0,-13.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T08:30:00.000-05:00,206.0,33.0,50.0,1.5796793904096014,1.1802300173923466,-0.31997761069691383,204.33,203.0,21.0,46.0,3.0,12.0,4.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T09:30:00.000-05:00,196.0,35.0,31.0,1.4302950093143727,1.6152383158340649,-1.5830458584636997,201.67,206.0,33.0,50.0,-10.0,2.0,-19.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T10:30:00.000-05:00,211.0,31.0,63.0,1.6543715809572157,0.745221718950628,0.5442269798803607,204.33,196.0,35.0,31.0,15.0,-4.0,32.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T11:30:00.000-05:00,213.0,20.0,61.0,1.6842484571762613,-1.6473239224788232,0.41127242748385695,206.67,211.0,31.0,63.0,2.0,-11.0,-2.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T12:30:00.000-05:00,205.0,31.0,68.0,1.5647409523000784,0.745221718950628,0.8766133608716202,209.67,213.0,20.0,61.0,-8.0,11.0,7.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T13:30:00.000-05:00,200.0,20.0,42.0,1.490048761752464,-1.6473239224788232,-0.8517958202829289,206.0,205.0,31.0,68.0,-5.0,-11.0,-26.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T14:30:00.000-05:00,163.0,35.0,64.0,0.9373265517001181,1.6152383158340649,0.6107042560786127,189.33,200.0,20.0,42.0,-37.0,15.0,22.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T15:30:00.000-05:00,158.0,23.0,33.0,0.8626343611525038,-0.9948114748162457,-1.4500913060671958,173.67,163.0,35.0,64.0,-5.0,-12.0,-31.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T16:30:00.000-05:00,173.0,29.0,77.0,1.0867109327953468,0.31021342050890965,1.4749088466558873,164.67,158.0,23.0,33.0,15.0,6.0,44.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T17:30:00.000-05:00,173.0,23.0,78.0,1.0867109327953468,-0.9948114748162457,1.541386122854139,168.0,173.0,29.0,77.0,0.0,-6.0,1.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T18:30:00.000-05:00,176.0,20.0,56.0,1.1315262471239154,-1.6473239224788232,0.07888604649259752,174.0,173.0,23.0,78.0,3.0,-3.0,-22.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T19:30:00.000-05:00,174.0,22.0,30.0,1.1016493709048696,-1.212315624037105,-1.6495231346619517,174.33,176.0,20.0,56.0,-2.0,2.0,-26.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T20:30:00.000-05:00,153.0,33.0,56.0,0.7879421706048895,1.1802300173923466,0.07888604649259752,167.67,174.0,22.0,30.0,-21.0,11.0,26.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T21:30:00.000-05:00,140.0,27.0,61.0,0.5937424751810922,-0.1247948779328088,0.41127242748385695,155.67,153.0,33.0,56.0,-13.0,-6.0,5.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T22:30:00.000-05:00,167.0,29.0,37.0,0.9970803041382096,0.31021342050890965,-1.1841822012741883,153.33,140.0,27.0,61.0,27.0,2.0,-24.0,Unhealthy
8118,28.63576,77.22445,2025-01-01T23:30:00.000-05:00,204.0,26.0,78.0,1.5498025141905556,-0.342299027153668,1.541386122854139,170.33,167.0,29.0,37.0,37.0,-3.0,41.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T00:30:00.000-05:00,204.0,31.0,59.0,1.5498025141905556,0.745221718950628,0.2783178750873532,191.67,204.0,26.0,78.0,0.0,5.0,-19.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T01:30:00.000-05:00,209.0,28.0,62.0,1.62449470473817,0.09270927128805041,0.47774970368210884,205.67,204.0,31.0,59.0,5.0,-3.0,3.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T02:30:00.000-05:00,179.0,34.0,37.0,1.176341561452484,1.3977341666132057,-1.1841822012741883,197.33,209.0,28.0,62.0,-30.0,6.0,-25.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T03:30:00.000-05:00,190.0,20.0,75.0,1.3406643806572354,-1.6473239224788232,1.3419542942593834,192.67,179.0,34.0,37.0,11.0,-14.0,38.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T04:30:00.000-05:00,213.0,27.0,57.0,1.6842484571762613,-0.1247948779328088,0.1453633226908494,194.0,190.0,20.0,75.0,23.0,7.0,-18.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T05:30:00.000-05:00,217.0,35.0,50.0,1.7440022096143528,1.6152383158340649,-0.31997761069691383,206.67,213.0,27.0,57.0,4.0,8.0,-7.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T06:30:00.000-05:00,191.0,35.0,33.0,1.3556028187667584,1.6152383158340649,-1.4500913060671958,207.0,217.0,35.0,50.0,-26.0,0.0,-17.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T07:30:00.000-05:00,198.0,32.0,63.0,1.4601718855334185,0.9627258681714873,0.5442269798803607,202.0,191.0,35.0,33.0,7.0,-3.0,30.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T08:30:00.000-05:00,217.0,27.0,60.0,1.7440022096143528,-0.1247948779328088,0.34479515128560506,202.0,198.0,32.0,63.0,19.0,-5.0,-3.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T09:30:00.000-05:00,262.0,20.0,36.0,2.4162319245428816,-1.6473239224788232,-1.2506594774724402,225.67,217.0,27.0,60.0,45.0,-7.0,-24.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T10:30:00.000-05:00,308.0,24.0,39.0,3.1034000775809334,-0.7773073255953864,-1.0512276488776846,262.33,262.0,20.0,36.0,46.0,4.0,3.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T11:30:00.000-05:00,291.0,30.0,67.0,2.849446629719045,0.5277175697297688,0.8101360846733683,287.0,308.0,24.0,39.0,-17.0,6.0,28.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T12:30:00.000-05:00,210.0,34.0,61.0,1.6394331428476927,1.3977341666132057,0.41127242748385695,269.67,291.0,30.0,67.0,-81.0,4.0,-6.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T13:30:00.000-05:00,208.0,27.0,62.0,1.6095562666286471,-0.1247948779328088,0.47774970368210884,236.33,210.0,34.0,61.0,-2.0,-7.0,1.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T14:30:00.000-05:00,210.0,23.0,55.0,1.6394331428476927,-0.9948114748162457,0.012408770294345627,209.33,208.0,27.0,62.0,2.0,-4.0,-7.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T15:30:00.000-05:00,213.0,30.0,61.0,1.6842484571762613,0.5277175697297688,0.41127242748385695,210.33,210.0,23.0,55.0,3.0,7.0,6.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T16:30:00.000-05:00,211.0,27.0,37.0,1.6543715809572157,-0.1247948779328088,-1.1841822012741883,211.33,213.0,30.0,61.0,-2.0,-3.0,-24.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T17:30:00.000-05:00,200.0,28.0,46.0,1.490048761752464,0.09270927128805041,-0.5858867154899213,208.0,211.0,27.0,37.0,-11.0,1.0,9.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T18:30:00.000-05:00,220.0,32.0,31.0,1.7888175239429214,0.9627258681714873,-1.5830458584636997,210.33,200.0,28.0,46.0,20.0,4.0,-15.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T19:30:00.000-05:00,100.25404591644713,25.0,35.0,0.0,-0.5598031763745273,-1.3171367536706922,173.42,220.0,32.0,31.0,-119.74595408355287,-7.0,4.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T20:30:00.000-05:00,100.25404591644713,25.0,40.0,0.0,-0.5598031763745273,-0.9847503726794327,140.17,100.25404591644713,25.0,35.0,0.0,0.0,5.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T21:30:00.000-05:00,203.0,28.0,48.0,1.5348640760810328,0.09270927128805041,-0.4529321630934176,134.5,100.25404591644713,25.0,40.0,102.74595408355287,3.0,8.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T22:30:00.000-05:00,180.0,25.0,49.0,1.191279999562007,-0.5598031763745273,-0.3864548868951657,161.08,203.0,28.0,48.0,-23.0,-3.0,1.0,Unhealthy
8118,28.63576,77.22445,2025-01-02T23:30:00.000-05:00,210.0,26.0,44.0,1.6394331428476927,-0.342299027153668,-0.7188412678864251,197.67,180.0,25.0,49.0,30.0,1.0,-5.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T00:30:00.000-05:00,258.0,20.0,62.0,2.3564781721047905,-1.6473239224788232,0.47774970368210884,216.0,210.0,26.0,44.0,48.0,-6.0,18.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T01:30:00.000-05:00,349.0,29.0,44.0,3.715876040071371,0.31021342050890965,-0.7188412678864251,272.33,258.0,20.0,62.0,91.0,9.0,-18.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T02:30:00.000-05:00,431.0,23.0,33.0,4.940827965052246,-0.9948114748162457,-1.4500913060671958,346.0,349.0,29.0,44.0,82.0,-6.0,-11.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T03:30:00.000-05:00,382.0,23.0,78.0,4.208844497685625,-0.9948114748162457,1.541386122854139,387.33,431.0,23.0,33.0,-49.0,0.0,45.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T04:30:00.000-05:00,330.0,33.0,51.0,3.4320457159904367,1.1802300173923466,-0.25350033449866194,381.0,382.0,23.0,78.0,-52.0,10.0,-27.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T05:30:00.000-05:00,278.0,26.0,44.0,2.655246934295248,-0.342299027153668,-0.7188412678864251,330.0,330.0,33.0,51.0,-52.0,-7.0,-7.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T06:30:00.000-05:00,208.0,23.0,80.0,1.6095562666286471,-0.9948114748162457,1.674340675250643,272.0,278.0,26.0,44.0,-70.0,-3.0,36.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T07:30:00.000-05:00,213.0,34.0,31.0,1.6842484571762613,1.3977341666132057,-1.5830458584636997,233.0,208.0,23.0,80.0,5.0,11.0,-49.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T08:30:00.000-05:00,237.0,29.0,76.0,2.04277097180481,0.31021342050890965,1.4084315704576353,219.33,213.0,34.0,31.0,24.0,-5.0,45.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T09:30:00.000-05:00,265.0,28.0,50.0,2.4610472388714504,0.09270927128805041,-0.31997761069691383,238.33,237.0,29.0,76.0,28.0,-1.0,-26.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T10:30:00.000-05:00,261.0,34.0,66.0,2.401293486433359,1.3977341666132057,0.7436588084751165,254.33,265.0,28.0,50.0,-4.0,6.0,16.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T11:30:00.000-05:00,345.0,23.0,50.0,3.6561222876332797,-0.9948114748162457,-0.31997761069691383,290.33,261.0,34.0,66.0,84.0,-11.0,-16.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T12:30:00.000-05:00,352.0,27.0,66.0,3.7606913543999396,-0.1247948779328088,0.7436588084751165,319.33,345.0,23.0,50.0,7.0,4.0,16.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T13:30:00.000-05:00,333.0,33.0,59.0,3.476861030319005,1.1802300173923466,0.2783178750873532,343.33,352.0,27.0,66.0,-19.0,6.0,-7.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T14:30:00.000-05:00,250.0,22.0,46.0,2.2369706672286074,-1.212315624037105,-0.5858867154899213,311.67,333.0,33.0,59.0,-83.0,-11.0,-13.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T15:30:00.000-05:00,192.0,31.0,73.0,1.3705412568762811,0.745221718950628,1.2089997418628797,258.33,250.0,22.0,46.0,-58.0,9.0,27.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T16:30:00.000-05:00,149.0,29.0,76.0,0.728188418166798,0.31021342050890965,1.4084315704576353,197.0,192.0,31.0,73.0,-43.0,-2.0,3.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T17:30:00.000-05:00,195.0,21.0,30.0,1.4153565712048497,-1.429819773257964,-1.6495231346619517,178.67,149.0,29.0,76.0,46.0,-8.0,-46.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T18:30:00.000-05:00,180.0,26.0,69.0,1.191279999562007,-0.342299027153668,0.9430906370698721,174.67,195.0,21.0,30.0,-15.0,5.0,39.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T19:30:00.000-05:00,190.0,31.0,79.0,1.3406643806572354,0.745221718950628,1.607863399052391,188.33,180.0,26.0,69.0,10.0,5.0,10.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T20:30:00.000-05:00,179.0,33.0,63.0,1.176341561452484,1.1802300173923466,0.5442269798803607,183.0,190.0,31.0,79.0,-11.0,2.0,-16.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T21:30:00.000-05:00,167.0,31.0,75.0,0.9970803041382096,0.745221718950628,1.3419542942593834,178.67,179.0,33.0,63.0,-12.0,-2.0,12.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T22:30:00.000-05:00,169.0,35.0,44.0,1.0269571803572553,1.6152383158340649,-0.7188412678864251,171.67,167.0,31.0,75.0,2.0,4.0,-31.0,Unhealthy
8118,28.63576,77.22445,2025-01-03T23:30:00.000-05:00,225.0,35.0,70.0,1.8635097144905357,1.6152383158340649,1.009567913268124,187.0,169.0,35.0,44.0,56.0,0.0,26.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T00:30:00.000-05:00,334.0,35.0,55.0,3.4917994684285283,1.6152383158340649,0.012408770294345627,242.67,225.0,35.0,70.0,109.0,0.0,-15.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T01:30:00.000-05:00,416.0,21.0,63.0,4.716751393409403,-1.429819773257964,0.5442269798803607,325.0,334.0,35.0,55.0,82.0,-14.0,8.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T02:30:00.000-05:00,442.0,30.0,67.0,5.105150784256997,0.5277175697297688,0.8101360846733683,397.33,416.0,21.0,63.0,26.0,9.0,4.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T03:30:00.000-05:00,400.0,28.0,41.0,4.477736383657037,0.09270927128805041,-0.9182730964811808,419.33,442.0,30.0,67.0,-42.0,-2.0,-26.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T04:30:00.000-05:00,370.0,30.0,68.0,4.029583240371351,0.5277175697297688,0.8766133608716202,404.0,400.0,28.0,41.0,-30.0,2.0,27.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T05:30:00.000-05:00,352.0,28.0,38.0,3.7606913543999396,0.09270927128805041,-1.1177049250759366,374.0,370.0,30.0,68.0,-18.0,-2.0,-30.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T06:30:00.000-05:00,301.0,32.0,33.0,2.9988310108142735,0.9627258681714873,-1.4500913060671958,341.0,352.0,28.0,38.0,-51.0,4.0,-5.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T07:30:00.000-05:00,288.0,23.0,46.0,2.804631315390476,-0.9948114748162457,-0.5858867154899213,313.67,301.0,32.0,33.0,-13.0,-9.0,13.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T08:30:00.000-05:00,278.0,21.0,62.0,2.655246934295248,-1.429819773257964,0.47774970368210884,289.0,288.0,23.0,46.0,-10.0,-2.0,16.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T09:30:00.000-05:00,283.0,35.0,31.0,2.7299391248428617,1.6152383158340649,-1.5830458584636997,283.0,278.0,21.0,62.0,5.0,14.0,-31.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T10:30:00.000-05:00,313.0,34.0,52.0,3.1780922681285477,1.3977341666132057,-0.18702305830041005,291.33,283.0,35.0,31.0,30.0,-1.0,21.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T11:30:00.000-05:00,323.0,35.0,69.0,3.3274766492237764,1.6152383158340649,0.9430906370698721,306.33,313.0,34.0,52.0,10.0,1.0,17.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T12:30:00.000-05:00,303.0,31.0,55.0,3.028707887033319,0.745221718950628,0.012408770294345627,313.0,323.0,35.0,69.0,-20.0,-4.0,-14.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T13:30:00.000-05:00,308.0,31.0,78.0,3.1034000775809334,0.745221718950628,1.541386122854139,311.33,303.0,31.0,55.0,5.0,0.0,23.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T14:30:00.000-05:00,254.0,24.0,37.0,2.296724419666699,-0.7773073255953864,-1.1841822012741883,288.33,308.0,31.0,78.0,-54.0,-7.0,-41.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T15:30:00.000-05:00,219.0,29.0,79.0,1.7738790858333986,0.31021342050890965,1.607863399052391,260.33,254.0,24.0,37.0,-35.0,5.0,42.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T16:30:00.000-05:00,100.25404591644713,23.0,45.0,0.0,-0.9948114748162457,-0.6523639916881733,191.08,219.0,29.0,79.0,-118.74595408355287,-6.0,-34.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T17:30:00.000-05:00,100.25404591644713,23.0,48.0,0.0,-0.9948114748162457,-0.4529321630934176,139.84,100.25404591644713,23.0,45.0,0.0,0.0,3.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T18:30:00.000-05:00,100.25404591644713,27.0,30.0,0.0,-0.1247948779328088,-1.6495231346619517,100.25,100.25404591644713,23.0,48.0,0.0,4.0,-18.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T19:30:00.000-05:00,100.25404591644713,34.0,35.0,0.0,1.3977341666132057,-1.3171367536706922,100.25,100.25404591644713,27.0,30.0,0.0,7.0,5.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T20:30:00.000-05:00,100.25404591644713,30.0,46.0,0.0,0.5277175697297688,-0.5858867154899213,100.25,100.25404591644713,34.0,35.0,0.0,-4.0,11.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T21:30:00.000-05:00,100.25404591644713,33.0,45.0,0.0,1.1802300173923466,-0.6523639916881733,100.25,100.25404591644713,30.0,46.0,0.0,3.0,-1.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T22:30:00.000-05:00,100.25404591644713,20.0,76.0,0.0,-1.6473239224788232,1.4084315704576353,100.25,100.25404591644713,33.0,45.0,0.0,-13.0,31.0,Unhealthy
8118,28.63576,77.22445,2025-01-04T23:30:00.000-05:00,100.25404591644713,30.0,58.0,0.0,0.5277175697297688,0.21184059888910128,100.25,100.25404591644713,20.0,76.0,0.0,10.0,-18.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T00:30:00.000-05:00,100.25404591644713,20.0,41.0,0.0,-1.6473239224788232,-0.9182730964811808,100.25,100.25404591644713,30.0,58.0,0.0,-10.0,-17.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T01:30:00.000-05:00,100.25404591644713,26.0,60.0,0.0,-0.342299027153668,0.34479515128560506,100.25,100.25404591644713,20.0,41.0,0.0,6.0,19.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T02:30:00.000-05:00,100.25404591644713,32.0,80.0,0.0,0.9627258681714873,1.674340675250643,100.25,100.25404591644713,26.0,60.0,0.0,6.0,20.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T03:30:00.000-05:00,100.25404591644713,24.0,44.0,0.0,-0.7773073255953864,-0.7188412678864251,100.25,100.25404591644713,32.0,80.0,0.0,-8.0,-36.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T04:30:00.000-05:00,100.25404591644713,25.0,58.0,0.0,-0.5598031763745273,0.21184059888910128,100.25,100.25404591644713,24.0,44.0,0.0,1.0,14.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T05:30:00.000-05:00,100.25404591644713,29.0,64.0,0.0,0.31021342050890965,0.6107042560786127,100.25,100.25404591644713,25.0,58.0,0.0,4.0,6.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T06:30:00.000-05:00,100.25404591644713,24.0,72.0,0.0,-0.7773073255953864,1.1425224656646278,100.25,100.25404591644713,29.0,64.0,0.0,-5.0,8.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T07:30:00.000-05:00,100.25404591644713,30.0,54.0,0.0,0.5277175697297688,-0.054068505903906265,100.25,100.25404591644713,24.0,72.0,0.0,6.0,-18.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T08:30:00.000-05:00,100.25404591644713,26.0,39.0,0.0,-0.342299027153668,-1.0512276488776846,100.25,100.25404591644713,30.0,54.0,0.0,-4.0,-15.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T09:30:00.000-05:00,100.25404591644713,35.0,52.0,0.0,1.6152383158340649,-0.18702305830041005,100.25,100.25404591644713,26.0,39.0,0.0,9.0,13.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T10:30:00.000-05:00,100.25404591644713,27.0,74.0,0.0,-0.1247948779328088,1.2754770180611315,100.25,100.25404591644713,35.0,52.0,0.0,-8.0,22.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T11:30:00.000-05:00,100.25404591644713,30.0,50.0,0.0,0.5277175697297688,-0.31997761069691383,100.25,100.25404591644713,27.0,74.0,0.0,3.0,-24.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T12:30:00.000-05:00,100.25404591644713,23.0,69.0,0.0,-0.9948114748162457,0.9430906370698721,100.25,100.25404591644713,30.0,50.0,0.0,-7.0,19.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T13:30:00.000-05:00,100.25404591644713,20.0,64.0,0.0,-1.6473239224788232,0.6107042560786127,100.25,100.25404591644713,23.0,69.0,0.0,-3.0,-5.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T14:30:00.000-05:00,100.25404591644713,30.0,74.0,0.0,0.5277175697297688,1.2754770180611315,100.25,100.25404591644713,20.0,64.0,0.0,10.0,10.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T15:30:00.000-05:00,100.25404591644713,23.0,78.0,0.0,-0.9948114748162457,1.541386122854139,100.25,100.25404591644713,30.0,74.0,0.0,-7.0,4.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T16:30:00.000-05:00,100.25404591644713,34.0,56.0,0.0,1.3977341666132057,0.07888604649259752,100.25,100.25404591644713,23.0,78.0,0.0,11.0,-22.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T17:30:00.000-05:00,100.25404591644713,23.0,37.0,0.0,-0.9948114748162457,-1.1841822012741883,100.25,100.25404591644713,34.0,56.0,0.0,-11.0,-19.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T18:30:00.000-05:00,100.25404591644713,32.0,48.0,0.0,0.9627258681714873,-0.4529321630934176,100.25,100.25404591644713,23.0,37.0,0.0,9.0,11.0,Unhealthy
8118,28.63576,77.22445,2025-01-05T19:30:00.000-05:00,100.25404591644713,30.0,37.0,0.0,0.5277175697297688,-1.1841822012741883,100.25,100.25404591644713,32.0,48.0,0.0,-2.0,-11.0,Unhealthy
